Όνομα;Χονδρική τιμή (€);Περιγραφή;Τύπος;Περιοχή;Χαρακτηριστικά;Εταιρία;Φωτογραφία;Κωδικός;Barcode (EAN);SPF;Συσκευασία
La Roche-Posay Anthelios UVSport Brume SPF50+ 200ml Mist;16,36;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray / mist, συσκευασία 200ml. Ανθεκτικό σε ιδρώτα & νερό.;Spray, Mist;;Sport;La Roche-Posay;sunscreens/la-roche-posay-body-anthelios-uvsport-mist-200ml-3337875944960.jpg;2200049734;3337875944960;50+;200ml
La Roche-Posay Anthelios Spray SPF30 Shake 200ml;16,07;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Υψηλή αντηλιακή προστασία (SPF 30). Σε υφή spray, συσκευασία 200ml.;Spray;;;La Roche-Posay;sunscreens/la-roche-posay-body-anth-spray-30-200ml-sp-purete-thermale-3337875696821.jpg;2200048538;3337875696821;30;200ml
La Roche-Posay Anthelios Spray SPF50 Shake 200ml;16,07;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 200ml.;Spray;;;La Roche-Posay;sunscreens/la-roche-posay-body-anth-shaka-spray-50200ml_en-3337875696838.webp;2200048540;3337875696838;50;200ml
La Roche-Posay Anthelios UVair Serum SPF50+ 50ml;16,36;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή serum, συσκευασία 50ml.;Serum;;;La Roche-Posay;sunscreens/la-roche-posay-face-anthelios-uv-air-spf50-50ml-3337875932349.jpg;2200049737;3337875932349;50+;50ml
La Roche-Posay Anthelios UVair Serum SPF50+ Light 50ml;16,36;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή serum, συσκευασία 50ml.;Serum;;;La Roche-Posay;sunscreens/la-roche-posay-face-anthelios-uv-air-tt-light-50ml-3337875932301.jpg;2200049733;3337875932301;50+;50ml
La Roche-Posay Anthelios UVair Serum SPF50+ Medium 50ml;16,36;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή serum, συσκευασία 50ml.;Serum;;;La Roche-Posay;sunscreens/la-roche-posay-face-anthelios-uv-air-tt-medium-50ml-3337875932264.jpg;2200049738;3337875932264;50+;50ml
La Roche-Posay Anthelios UVair Stick SPF50+ 10ml;14,61;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή stick, συσκευασία 10ml.;Stick;;;La Roche-Posay;sunscreens/la-roche-posay-face-anthelios-uv-air-stick-10g-3337875940412.jpg;2200049735;3337875940412;50+;10ml
La Roche-Posay Anthelios UVSport Stick SPF50+ 10ml;14,61;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή stick, συσκευασία 10ml. Ανθεκτικό σε ιδρώτα & νερό.;Stick;;Sport;La Roche-Posay;sunscreens/la-roche-posay-face-anthelios-uv-sport-stick-10g-3337875940399.jpg;2200049736;3337875940399;50+;10ml
La Roche-Posay Anthelios Fluide Invisible SPF50+ Shake 50ml;14,61;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 50ml.;Fluid;;;La Roche-Posay;sunscreens/la-roche-posay-face-anth-uvmune-flu-ap50-f50ml_fr-3337875797580.jpg;2200048524;3337875797580;50+;50ml
La Roche-Posay Anthelios Fluide Invisible SPF50+ UVMune Αρωμ. Promo;14,61;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid.;Fluid;;;La Roche-Posay;sunscreens/la-roche-posay-promo-26-anth-fluide-ap-toleriane-sen15ml-prom26-5201100731596.jpg;2200040863;5201100731596;50+;
La Roche-Posay Anthelios Fluide Invisible SPF50+ UVMune 50ml χωρίς άρωμα;14,43;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 50ml.;Fluid;;;La Roche-Posay;sunscreens/la-roche-posay-face-anth-uvmune-flu-sp50-f50ml_en-3337875797597.jpg;2200044893;3337875797597;50+;50ml
La Roche-Posay Anthelios Fluide Invisible SPF50+ UVMune Spot;16,07;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid. Στοχευμένη δράση κατά των πανάδων και των δυσχρωμιών.;Fluid;;Κατά πανάδων;La Roche-Posay;sunscreens/la-roche-posay-face-ant-uvmune-fluid-pigment-spf5050ml-3337875917407.jpg;2200040857;3337875917407;50+;
La Roche-Posay Anthelios Fluide Invisible SPF50+ UVMune 50ml περιορ.έκδοση;14,61;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 50ml.;Fluid;;;La Roche-Posay;sunscreens/la-roche-posay-kids-anth-uvmune-fluid-dp-spf50-50ml-3337875886307.jpg;2200040981;3337875886307;50+;50ml
La Roche-Posay Anthelios Oil Correct Gel/Cream SPF50+ 50ml;17,53;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα-gel / λάδι, συσκευασία 50ml.;Κρέμα-Gel, Λάδι;;;La Roche-Posay;sunscreens/la-roche-posay-anthelios-oil-correct-gel-cream-spf50-50ml-3337875651196.jpg;2200046409;3337875651196;50+;50ml
La Roche-Posay Anthelios Fluide Oil Control SPF50+ UVMune Promo;14,61;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid / λάδι. Ιδανικό για λιπαρό ή μικτό δέρμα.;Fluid, Λάδι;;Λιπαρό/Μικτό;La Roche-Posay;sunscreens/la-roche-posay-promo-26-anth-oilcont-fl-toleriane-sen15ml-prom26-5201100731770.jpg;2200040841;5201100731770;50+;
La Roche-Posay Anthelios Fluide Oil Control SPF50+ UVMune 50ml;14,61;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid / λάδι, συσκευασία 50ml. Ιδανικό για λιπαρό ή μικτό δέρμα.;Fluid, Λάδι;;Λιπαρό/Μικτό;La Roche-Posay;sunscreens/la-roche-posay-face-ant-oilcont-fl-ap50-50ml-3337875847292.jpg;2200041292;3337875847292;50+;50ml
La Roche-Posay Anthelios Fluide Teinté SPF50+ Shake 50ml;14,43;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 50ml. Με χρωματισμό για ενιαία όψη.;Fluid;;Με χρώμα;La Roche-Posay;sunscreens/la-roche-posay-face-anth-uvmune-flu-aptt50-f50ml_en-3337875797641.png;2200048528;3337875797641;50+;50ml
La Roche-Posay Anthelios Gel-Cream Oil Control SPF50+ UVMune Promo;14,61;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα-gel / λάδι. Ιδανικό για λιπαρό ή μικτό δέρμα.;Κρέμα-Gel, Λάδι;;Λιπαρό/Μικτό;La Roche-Posay;sunscreens/la-roche-posay-promo-26-anth-oilcont-gel-toleriane-sen15-prom26-5201100731794.jpg;2200040861;5201100731794;50+;
La Roche-Posay Anthelios Lait Hydratant SPF50+ UVMune 50ml περιορ.έκδοση;11,10;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή γαλάκτωμα, συσκευασία 50ml.;Γαλάκτωμα;;;La Roche-Posay;sunscreens/la-roche-posay-kids-anth-uvmune-dp-milk-50-75ml-3337875888899.jpg;2200040983;3337875888899;50+;50ml
La Roche-Posay Anthelios Lait Dermo-Pediatrics SPF50+ UVMune 250ml;17,53;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή γαλάκτωμα, συσκευασία 250ml. Κατάλληλο για παιδιά.;Γαλάκτωμα;;Παιδικό;La Roche-Posay;sunscreens/la-roche-posay-kids-ant-uvm-milk-dp50-250ml-3337875888851.png;2200043680;3337875888851;50+;250ml
La Roche-Posay Anthelios Spray Dermo-Pediatrics SPF50+ UVMune 200ml;16,07;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 200ml. Κατάλληλο για παιδιά.;Spray;;Παιδικό;La Roche-Posay;sunscreens/la-roche-posay-kids-ant-uvm-dp-spray-50-200ml-3337875886055.png;2200042559;3337875886055;50+;200ml
La Roche-Posay Anthelios XL Brume Invisible SPF50+ Ultra 200ml;16,07;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 200ml.;Spray;;;La Roche-Posay;sunscreens/la-roche-posay-anth-body-mist-xl50-200ml-sp-f-3337872420153.jpg;2200046400;3337872420153;50+;200ml
La Roche-Posay Anthelios XL Gel/Cream Dry Touch SPF50+ Αρωμ.;14,61;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα-gel. Λεπτόρρευστη υφή Dry Touch.;Κρέμα-Gel;;Dry Touch;La Roche-Posay;sunscreens/la-roche-posay-face-dtgel-uvmune-ap-50t50-3337875546409.jpg;2200032672;3337875546409;50+;
La Roche-Posay Anthelios XL Gel/Cream Dry Touch SPF50+ χωρίς άρωμα;14,43;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα-gel. Λεπτόρρευστη υφή Dry Touch.;Κρέμα-Gel;;Dry Touch;La Roche-Posay;sunscreens/la-roche-posay-face-dtgel-uvmune-aptt-5050ml-3337875545891.jpg;2200034343;3337875545891;50+;
La Roche-Posay Anthelios 100KA+ Med Cream SPF50 50ml;16,95;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα, συσκευασία 50ml.;Κρέμα;;;La Roche-Posay;sunscreens/la-roche-posay-face-anthelios-ka-3337875798181.png;2200041245;3337875798181;50;50ml
La Roche-Posay Anthelios Age Correct Cream SPF50 Promo;18,12;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα.;Κρέμα;;;La Roche-Posay;sunscreens/la-roche-posay-promo-26-anth-age-correcthyalu-10ml-promo26-5201100731619.jpg;2200040851;5201100731619;50;
La Roche-Posay Anthelios Age Correct Cream SPF50 50ml;18,12;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα, συσκευασία 50ml.;Κρέμα;;;La Roche-Posay;sunscreens/la-roche-posay-face-anth-uv-daily-aa-50ml-3337875761031.jpg;2200045587;3337875761031;50;50ml
La Roche-Posay Anthelios Age Correct Teinté Cream SPF50+ 50ml;17,24;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα, συσκευασία 50ml. Με χρωματισμό για ενιαία όψη.;Κρέμα;;Με χρώμα;La Roche-Posay;sunscreens/la-roche-posay-face-age-correct-tt-50ml-3337875764353.png;2200040985;3337875764353;50+;50ml
La Roche-Posay Anthelios Bebé Lait SPF50+ 50ml;11,10;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή γαλάκτωμα, συσκευασία 50ml. Κατάλληλο για παιδιά.;Γαλάκτωμα;;Παιδικό;La Roche-Posay;sunscreens/la-roche-posay-kids-anth-dp-lait-bebe-50f50mlf-g-3337872419904.jpg;2200035513;3337872419904;50+;50ml
La Roche-Posay Anthelios Brume Invisible SPF50 75ml;11,40;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 75ml.;Spray;;;La Roche-Posay;sunscreens/la-roche-posay-anth-face-mist-xl50-75ml-ge-3337875549530.jpg;2200032676;3337875549530;50;75ml
La Roche-Posay Anthelios Kids Lotion Wet Skin SPF50+ 200ml;16,07;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή γαλάκτωμα, συσκευασία 200ml. Κατάλληλο για παιδιά. Εφαρμόζεται και σε βρεγμένο δέρμα.;Γαλάκτωμα;;Παιδικό, Βρεγμένο δέρμα;La Roche-Posay;sunscreens/la-roche-posay-kids-ant-wetskin-dp50-tc200ml_en-3337875845489.jpg;2200040407;3337875845489;50+;200ml
La Roche-Posay Anthelios Post UV Exposure Lotion 200ml;11,69;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Σε υφή γαλάκτωμα, συσκευασία 200ml.;Γαλάκτωμα;;;La Roche-Posay;sunscreens/la-roche-posay-after-sun-anthelios-post-uv-milky-balm-200ml-3337875886024.jpg;2200043080;3337875886024;;200ml
La Roche-Posay Anthelios Spray SPF50+ Family 300ml;17,82;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 300ml. Οικογενειακή συσκευασία.;Spray;;Οικογενειακό;La Roche-Posay;sunscreens/la-roche-posay-body-anth-fam-spray-sp50-300ml_en-3337875799348.jpg;2200043741;3337875799348;50+;300ml
La Roche-Posay Anthelios Ultra Cream SPF50+ χωρίς άρωμα 50ml;14,61;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα, συσκευασία 50ml.;Κρέμα;;;La Roche-Posay;sunscreens/la-roche-posay-face-ant-uvmune-ultcr-sp50t50ml_e-f-3337875797719.jpg;2200030296;3337875797719;50+;50ml
La Roche-Posay Anthelios Ultra Cream SPF50+ 50ml;14,61;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα, συσκευασία 50ml.;Κρέμα;;;La Roche-Posay;sunscreens/la-roche-posay-face-ant-uvmune-ultcr-ap50t50ml_e-f-i-g-3337875797665.png;2200030301;3337875797665;50+;50ml
La Roche-Posay Anthelios Ultra Lait SPF50+ Eco 250ml;16,07;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή γαλάκτωμα, συσκευασία 250ml.;Γαλάκτωμα;;;La Roche-Posay;sunscreens/la-roche-posay-body-anth-milk-50-tc250ml-3337875761123.jpg;2200045590;3337875761123;50+;250ml
La Roche-Posay Anthelios Ultra Lait SPF50 Wet Skin 200ml;16,07;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή γαλάκτωμα, συσκευασία 200ml. Εφαρμόζεται και σε βρεγμένο δέρμα.;Γαλάκτωμα;;Βρεγμένο δέρμα;La Roche-Posay;sunscreens/la-roche-posay-anthelios-ultra-lait-spf50-wet-skin-200ml-3337875845434.jpg;2200043820;3337875845434;50;200ml
La Roche-Posay Anthelios XL Stick Sensitive Zone SPF50+ 9gr;9,06;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή stick, συσκευασία 9grr. Ειδικά για ευαίσθητο δέρμα.;Stick;;Ευαίσθητο δέρμα;La Roche-Posay;sunscreens/la-roche-posay-anthelios-xl-stick-sensitive-zone-spf50-9gr-3433422408616.jpg;2200024736;3433422408616;50+;9grr
La Roche-Posay Anthelios Ultra Cream SPF50+ BB 50ml;14,61;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα, συσκευασία 50ml.;Κρέμα;;;La Roche-Posay;sunscreens/la-roche-posay-face-ant-uvmune-ultcr-aptt50t50ml_en-3337875797689.jpg;2200030297;3337875797689;50+;50ml
La Roche-Posay Anthelios UVSport SPF50+ 200ml Milk;16,95;Από τη La Roche-Posay Anthelios με τεχνολογία UVMune 400 για ολοκληρωμένη προστασία από UVB, UVA short & long. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή γαλάκτωμα, συσκευασία 200ml. Ανθεκτικό σε ιδρώτα & νερό.;Γαλάκτωμα;;Sport;La Roche-Posay;sunscreens/la-roche-posay-body-anthelios-uvsport-milk-200ml-3337875945110.jpg;2200049824;3337875945110;50+;200ml
Vichy Capital Soleil Eau/Spray Bronzante SPF50 200ml;16,10;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 200ml.;Spray;;;Vichy;sunscreens/vichy-body-capital-soleil-spf50-200ml-3337875695152.jpg;2200048512;3337875695152;50;200ml
Vichy Capital Soleil Lait Hydratant SPF50+ 150ml;11,00;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή γαλάκτωμα, συσκευασία 150ml.;Γαλάκτωμα;;;Vichy;sunscreens/vichy-body-capital-soleil-family-milk-spf50-150ml-3337875915861.jpg;2200049740;3337875915861;50+;150ml
Vichy Capital Soleil Spray Bruma SPF50 200ml;15,90;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 200ml.;Spray;;;Vichy;sunscreens/vichy-body-capital-soleil-invisible-dry-touch-mist-spf50-200ml-3337871325770.jpg;2200035866;3337871325770;50;200ml
Vichy Capital Soleil UVAqua Stick SPF50+ 9gr;13,30;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή stick, συσκευασία 9grr.;Stick;;;Vichy;sunscreens/vichy-face-capital-soleil-uv-aqua-stick-3337875940993.jpg;2200049741;3337875940993;50+;9grr
Vichy Capital Soleil After Sun Lait Apaisant 300ml;12,50;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Σε υφή γαλάκτωμα, συσκευασία 300ml.;Γαλάκτωμα;;;Vichy;sunscreens/vichy-capital-soleil-after-sun-lait-300ml-3337871322724.webp;2200020775;3337871322724;;300ml
Vichy Capital Soleil Cream SPF50+ UV Age Daily 40ml;17,20;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα, συσκευασία 40ml.;Κρέμα;;;Vichy;sunscreens/vichy-face-capital-soleil-uv-age-spf50-40-ml-3337875762298.jpg;2200045616;3337875762298;50+;40ml
Vichy Capital Soleil Cream SPF50+ UV Age Daily Promo;16,50;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα.;Κρέμα;;;Vichy;sunscreens/vichy-capital-soleil-cream-spf50-uv-age-daily-promo-5201100702299.jpg;2200040835;5201100702299;50+;
Vichy Capital Soleil Cream SPF50+ UV Age Daily Teint 40ml;17,20;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα, συσκευασία 40ml. Με χρωματισμό για ενιαία όψη.;Κρέμα;;Με χρώμα;Vichy;sunscreens/vichy-face-capital-soleil-uv-age-light-shade-spf50-40-ml-3337875795265.jpg;2200044894;3337875795265;50+;40ml
Vichy Capital Soleil Cream SPF50+ UV Age Daily Teint Promo;16,50;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα. Με χρωματισμό για ενιαία όψη.;Κρέμα;;Με χρώμα;Vichy;sunscreens/vichy-capital-soleil-cream-spf50-uv-age-daily-teint-promo-5201100702312.jpg;2200040838;5201100702312;50+;
Vichy Capital Soleil Cream SPF50+ Anti-Age 50ml;16,55;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα, συσκευασία 50ml. Δράση κατά της φωτογήρανσης και των ρυτίδων.;Κρέμα;;Anti-Aging;Vichy;sunscreens/vichy-face-capital-soleil-anti-ageing-3in1-spf50-50ml-3337875585231.jpg;2200030306;3337875585231;50+;50ml
Vichy Capital Soleil Cream SPF50+ Anti-Age Promo;16,55;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα. Δράση κατά της φωτογήρανσης και των ρυτίδων.;Κρέμα;;Anti-Aging;Vichy;sunscreens/vichy-face-promo-anti-age-promo-box-26-5201100736096.jpg;2200040854;5201100736096;50+;
Vichy Capital Soleil Cream SPF50+ Dry Touch Teinté 50ml;14,00;Από τη Vichy με Capital Soleil / Idéal Soleil, ενισχυμένο με αντιοξειδωτικά και Vichy Mineralizing Water. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα, συσκευασία 50ml. Με χρωματισμό για ενιαία όψη. Λεπτόρρευστη υφή Dry Touch.;Κρέμα;;Με χρώμα, Dry Touch;Vichy;sunscreens/vichy-face-capital-soleil-dry-touch-spf50-50ml-3337871325787.jpg;2200035812;3337871325787;50+;50ml
